,EASTERN REGION,,,,METROPOLITAN NORTH WEST REGION,,,,METROPOLITAN SOUTH EAST REGION,,,,NORTH EASTERN REGION,,,,NORTHERN REGION,,,,SOUTH WESTERN REGION,,,,WESTERN REGION,,,
DATE,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER
30/06/2019,0,0,0,4,0,0,0,10,0,1,0,8,0,0,0,3,1,0,0,2,0,1,0,0,0,0,0,0
1/07/2019,0,0,0,1,1,0,0,15,0,1,0,15,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,3
2/07/2019,0,0,0,3,0,2,0,12,0,1,0,13,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2
3/07/2019,0,0,0,3,0,0,0,15,0,1,0,13,0,0,0,5,0,0,0,1,0,0,0,3,1,0,0,4
4/07/2019,0,1,0,1,0,0,0,13,0,0,0,12,0,0,0,4,0,0,0,1,1,1,0,4,0,1,0,1
5/07/2019,0,0,0,2,0,1,0,20,1,0,0,20,0,1,0,2,0,2,0,2,0,0,0,2,0,0,0,6
6/07/2019,0,0,0,2,2,0,0,13,0,0,0,19,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,3
7/07/2019,0,0,0,2,1,0,0,12,0,1,0,10,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0,1
8/07/2019,0,0,0,2,0,0,0,11,0,2,0,10,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0
9/07/2019,0,0,0,2,0,0,0,13,0,0,0,13,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,2
10/07/2019,0,0,0,4,0,1,0,18,0,3,0,8,1,0,0,0,0,0,0,4,0,1,0,2,0,1,0,1
11/07/2019,0,1,0,1,0,1,0,16,0,3,0,9,0,0,0,4,0,0,0,5,0,0,0,1,1,1,0,3
12/07/2019,0,0,0,2,0,0,0,13,1,2,0,9,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,3
13/07/2019,0,0,0,4,0,2,0,9,0,1,0,14,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,6
14/07/2019,0,0,0,1,0,2,0,10,1,2,0,9,0,0,0,3,0,0,0,2,0,0,0,1,0,1,0,2
15/07/2019,0,0,0,2,0,0,0,13,0,2,0,21,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3
16/07/2019,1,0,0,1,0,2,0,16,0,0,0,14,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3
17/07/2019,0,0,0,4,0,0,0,18,0,2,0,12,0,0,0,2,0,1,0,2,0,0,0,4,0,0,0,4
18/07/2019,0,0,0,0,1,2,0,15,0,1,0,17,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,3
19/07/2019,0,0,0,1,1,0,0,18,0,2,0,24,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,3
20/07/2019,0,1,0,2,0,0,0,10,2,1,0,21,0,0,0,2,0,1,0,1,0,1,0,8,0,0,0,5
21/07/2019,0,0,0,3,0,1,0,9,0,1,0,6,1,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0
22/07/2019,0,0,0,0,0,0,0,16,1,2,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23/07/2019,0,0,0,1,0,1,0,22,0,1,0,15,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,5
24/07/2019,0,0,0,4,2,2,0,9,1,0,0,17,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1
25/07/2019,0,0,0,1,0,1,0,9,0,3,0,16,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0
26/07/2019,0,0,0,3,0,0,0,16,0,0,0,17,0,0,0,1,0,1,0,3,0,0,0,2,0,0,0,4
27/07/2019,0,1,0,1,0,0,0,11,0,3,0,5,0,0,0,6,0,1,0,1,0,1,0,3,1,1,0,5
28/07/2019,0,0,0,2,0,0,0,6,0,1,0,12,0,0,0,3,0,0,0,4,0,1,0,3,0,0,0,1
29/07/2019,0,0,0,0,0,0,0,22,2,1,0,18,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1
30/07/2019,0,0,0,0,0,0,0,11,0,2,0,15,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,4
31/07/2019,0,1,0,1,0,1,0,20,0,2,0,19,0,0,0,2,0,0,0,2,0,0,0,3,0,1,0,3
1/08/2019,0,0,0,0,0,1,0,7,1,2,0,18,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,2
2/08/2019,0,2,0,1,0,1,0,14,0,2,0,14,0,1,0,3,0,0,0,2,0,0,0,6,0,2,0,1
3/08/2019,0,0,0,1,0,2,0,9,0,0,0,12,0,1,0,3,0,0,0,4,0,0,0,4,0,0,0,4
4/08/2019,0,0,0,2,0,0,0,8,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,4
5/08/2019,0,0,0,1,0,2,0,13,0,0,0,13,0,1,0,2,2,0,0,1,0,1,0,3,0,0,0,2
6/08/2019,0,0,0,0,0,0,0,14,0,2,0,11,0,0,0,1,0,1,0,3,0,1,0,1,0,0,0,2
7/08/2019,0,0,0,0,1,1,0,16,0,1,0,17,0,0,0,2,0,0,0,3,0,1,0,1,0,1,0,0
8/08/2019,0,0,0,3,0,2,0,13,0,0,0,19,0,0,0,1,0,0,0,3,0,0,0,2,0,1,0,0
9/08/2019,0,0,0,3,0,3,0,15,1,1,0,18,0,0,0,6,0,0,0,2,0,0,0,6,0,1,0,2
10/08/2019,0,0,0,1,1,0,0,13,0,0,0,15,0,1,0,4,0,0,0,2,0,1,0,2,0,0,0,2
11/08/2019,0,0,0,4,0,1,0,6,2,1,0,6,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,6
12/08/2019,0,0,0,1,0,0,0,9,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2
13/08/2019,0,0,0,0,0,1,0,11,0,1,0,16,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0
14/08/2019,0,0,0,4,0,1,0,12,0,3,0,14,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0
15/08/2019,0,1,0,2,0,0,0,14,0,0,0,17,0,0,0,2,0,1,0,3,0,0,0,3,0,0,0,2
16/08/2019,0,0,0,0,1,0,0,24,0,3,0,15,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,3
17/08/2019,0,0,0,1,0,1,0,14,0,1,0,15,0,0,0,2,0,0,0,4,0,0,0,4,0,1,0,1
18/08/2019,0,0,0,2,0,0,0,5,0,1,0,9,0,0,0,1,0,0,0,4,0,1,0,2,0,0,0,1
19/08/2019,0,0,0,1,1,0,0,8,1,2,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
20/08/2019,0,0,0,1,1,1,0,18,0,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
21/08/2019,0,0,0,3,0,2,0,14,0,1,0,18,0,0,0,3,0,0,0,0,1,0,0,3,0,1,0,0
22/08/2019,0,0,0,3,0,1,0,10,0,1,0,23,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2
23/08/2019,0,0,0,2,1,0,0,18,0,3,0,18,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,3
24/08/2019,0,0,0,2,0,1,0,19,1,0,0,12,0,0,0,5,0,0,0,2,0,2,0,2,0,0,0,1
25/08/2019,0,1,0,3,0,1,0,12,0,2,0,14,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,2
26/08/2019,0,1,0,0,0,0,0,15,1,1,0,12,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1
27/08/2019,0,0,0,2,0,1,0,20,0,0,0,15,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,4
28/08/2019,0,0,0,2,0,1,0,15,0,2,0,25,0,0,0,2,0,0,0,2,0,0,0,3,1,0,0,5
29/08/2019,0,0,0,2,0,1,0,10,1,0,0,22,0,1,0,1,0,0,0,2,0,0,0,7,0,0,0,4
30/08/2019,0,0,0,3,1,1,0,20,0,2,0,22,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0
31/08/2019,0,2,0,9,0,3,0,17,0,2,0,19,0,1,0,4,0,0,0,2,0,1,0,2,0,2,0,2
1/09/2019,0,0,0,3,0,1,0,4,0,1,0,13,0,0,0,2,0,0,0,2,0,1,0,3,0,0,0,0
2/09/2019,0,0,0,1,0,0,0,16,0,3,0,15,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1
3/09/2019,0,0,0,2,0,0,0,21,1,1,0,27,0,1,0,2,0,1,0,2,0,0,0,5,0,0,0,2
4/09/2019,0,1,0,3,0,2,0,21,0,1,0,17,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
5/09/2019,0,0,0,4,0,0,0,19,0,3,0,17,0,1,0,1,0,1,0,3,0,0,0,1,0,0,0,0
6/09/2019,0,0,0,2,1,0,0,14,0,3,0,15,1,0,0,2,0,0,0,1,0,0,0,6,0,0,0,1
7/09/2019,0,0,0,2,0,1,0,18,1,1,0,15,0,0,0,4,0,0,0,0,1,0,0,2,0,0,0,1
8/09/2019,0,0,0,1,0,1,0,7,0,1,0,12,0,0,0,3,1,0,0,2,0,1,0,3,0,1,0,4
9/09/2019,0,0,0,1,0,1,0,13,0,2,0,10,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,1
10/09/2019,0,0,0,4,0,2,0,17,0,1,0,11,0,0,0,3,0,0,0,3,0,1,0,2,0,1,0,3
11/09/2019,0,0,0,3,0,0,0,29,0,1,0,21,1,0,0,1,0,0,0,4,0,1,0,2,0,1,0,0
12/09/2019,0,1,0,2,0,0,0,17,0,2,0,12,0,0,0,5,0,0,0,2,0,0,0,6,0,1,0,2
13/09/2019,1,0,0,2,0,0,0,17,0,0,0,14,0,0,0,2,0,0,0,1,0,0,0,4,0,1,0,2
14/09/2019,0,0,0,2,0,1,0,17,0,2,0,18,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,3
15/09/2019,0,1,0,0,0,2,0,7,0,2,0,14,0,0,0,2,0,2,0,3,0,3,0,3,0,1,0,3
16/09/2019,0,0,0,0,0,2,0,13,0,2,0,10,0,1,0,2,0,0,0,1,0,0,0,5,0,0,0,1
17/09/2019,0,1,0,3,0,3,0,14,0,2,0,16,1,1,0,1,1,1,0,0,0,0,0,4,0,0,0,6
18/09/2019,0,0,0,3,0,4,0,23,0,1,0,17,0,0,0,1,1,0,0,4,0,0,0,7,0,0,0,4
19/09/2019,0,0,0,2,1,5,0,19,0,1,0,10,0,1,0,1,0,0,0,3,0,0,0,2,0,0,0,1
20/09/2019,0,0,0,1,1,0,0,4,1,0,0,22,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,4
21/09/2019,1,0,0,1,0,0,0,9,0,0,0,15,0,0,0,3,0,0,0,2,0,0,0,1,0,2,0,1
22/09/2019,0,1,0,3,0,1,0,13,0,0,0,10,0,0,0,4,1,0,0,1,0,0,0,3,0,1,0,7
23/09/2019,0,0,0,0,0,1,0,19,0,0,0,17,0,0,0,2,0,1,0,2,0,0,0,6,0,0,0,3
24/09/2019,0,0,0,2,0,0,0,10,1,0,0,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
25/09/2019,0,0,0,1,0,1,0,6,0,2,0,18,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,0
26/09/2019,0,0,0,3,0,3,0,21,0,1,0,16,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,2
27/09/2019,0,0,0,5,0,0,0,10,0,2,0,14,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,2
28/09/2019,0,0,0,4,1,0,0,13,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,4,0,1,0,0
29/09/2019,0,0,0,0,0,2,0,7,1,1,0,5,0,2,0,4,0,0,0,4,0,1,0,1,0,0,0,2
30/09/2019,0,0,0,1,0,0,0,14,0,0,0,16,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1
1/10/2019,0,0,0,4,0,2,0,16,0,1,0,11,1,1,0,1,0,0,0,2,0,0,0,2,0,0,0,3
2/10/2019,0,0,0,2,0,1,0,10,0,1,0,18,0,0,0,3,0,0,0,2,0,1,0,1,0,0,0,1
3/10/2019,0,0,0,0,0,1,0,20,0,2,0,20,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0
4/10/2019,0,1,0,2,0,3,0,19,1,1,0,20,0,0,0,1,0,0,0,1,0,1,0,4,1,0,0,3
5/10/2019,0,1,0,0,0,1,0,16,0,2,0,11,0,1,0,8,0,0,0,1,0,0,0,3,0,1,0,2
6/10/2019,1,0,0,3,0,0,0,7,0,1,0,8,0,0,0,7,0,1,0,1,1,0,0,3,0,0,0,4
7/10/2019,1,1,0,2,0,1,0,11,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4
8/10/2019,0,1,0,2,0,0,0,25,0,1,0,15,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,1
9/10/2019,0,0,0,0,0,2,0,18,1,1,0,12,0,0,0,2,0,1,0,7,0,0,0,2,0,1,0,2
10/10/2019,0,0,0,0,1,0,0,23,0,2,0,19,0,1,0,1,0,0,0,2,1,0,0,3,0,0,0,3
11/10/2019,0,0,0,1,0,1,0,14,0,3,0,16,0,0,0,1,0,0,0,2,0,2,0,6,0,1,0,0
12/10/2019,0,2,0,4,0,0,0,15,0,1,0,11,0,0,0,3,0,1,0,2,0,0,0,5,0,1,0,0
13/10/2019,0,0,0,5,0,2,0,13,1,1,0,10,1,0,0,1,1,0,0,3,0,1,0,2,1,0,0,3
14/10/2019,0,0,0,2,1,2,0,9,0,0,0,16,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,1
15/10/2019,1,0,0,0,0,0,0,20,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0
16/10/2019,0,0,0,0,0,2,0,19,0,0,0,26,0,1,0,1,0,0,0,3,0,0,0,2,0,0,0,3
17/10/2019,0,0,0,2,0,2,0,16,0,2,0,17,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,2
18/10/2019,0,0,0,2,0,3,0,21,0,2,0,19,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,3
19/10/2019,0,0,0,2,0,0,0,14,0,2,0,10,1,1,0,3,0,0,0,4,0,2,0,6,0,3,0,5
20/10/2019,0,1,0,1,0,2,0,10,0,1,0,13,0,0,0,2,0,1,0,1,0,0,0,5,1,0,0,5
21/10/2019,0,0,0,1,1,1,0,19,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,3
22/10/2019,0,0,0,1,0,1,0,26,0,1,0,18,0,0,0,1,0,1,0,1,0,0,0,5,0,0,0,2
23/10/2019,1,0,0,5,0,0,0,25,1,0,0,21,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,2
24/10/2019,0,0,0,4,0,1,0,15,1,0,0,20,0,1,0,1,0,0,0,2,0,0,0,3,0,1,0,1
25/10/2019,0,0,0,4,0,1,0,15,0,2,0,21,0,0,0,4,0,0,0,2,0,1,0,3,0,0,0,5
26/10/2019,0,0,0,4,0,0,0,14,1,1,0,10,0,1,0,2,0,0,0,2,0,0,0,3,1,0,0,0
27/10/2019,0,0,0,1,0,3,0,11,1,0,0,8,0,1,0,4,0,0,0,3,1,1,0,1,0,0,0,1
28/10/2019,1,0,0,2,0,1,0,25,0,2,0,13,1,0,0,0,0,0,0,4,1,0,0,5,0,0,0,0
29/10/2019,0,0,0,2,0,5,0,15,0,1,0,19,0,0,0,3,1,1,0,2,0,3,0,2,0,0,0,4
30/10/2019,0,1,0,2,0,0,0,24,0,0,0,19,0,1,0,0,0,0,0,2,0,0,0,4,1,1,0,2
31/10/2019,0,0,0,0,0,2,0,27,1,0,0,18,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,2
1/11/2019,0,0,0,1,0,2,0,19,1,0,0,15,0,0,0,3,1,2,0,3,0,0,0,3,0,0,0,0
2/11/2019,0,1,0,2,0,0,0,16,0,1,0,17,0,0,0,2,0,1,0,4,0,0,0,3,0,0,0,1
3/11/2019,0,1,0,6,0,0,0,10,0,1,0,12,0,1,0,4,0,0,0,4,0,0,0,3,0,0,0,4
4/11/2019,0,0,0,8,1,0,0,11,0,2,0,18,0,0,0,5,0,0,0,5,0,0,0,0,1,1,0,1
5/11/2019,0,0,0,3,0,1,0,12,0,1,0,5,1,2,0,2,0,1,0,0,0,0,0,2,0,0,0,3
6/11/2019,0,0,0,3,0,1,0,8,0,3,0,9,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
7/11/2019,1,0,0,1,0,1,0,16,0,0,0,15,0,1,0,2,0,0,0,2,0,0,0,2,0,1,0,0
8/11/2019,0,0,0,2,0,2,0,16,0,0,0,25,0,1,0,3,0,0,0,3,0,0,0,4,0,0,0,1
9/11/2019,1,1,0,4,0,1,0,12,0,0,0,6,0,0,0,2,0,0,0,3,0,1,0,3,0,1,0,2
10/11/2019,0,0,0,2,0,2,0,11,0,0,0,10,0,0,0,3,0,1,0,1,0,1,0,6,0,0,0,4
11/11/2019,0,0,0,0,1,0,0,24,0,1,0,20,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0
12/11/2019,0,0,0,2,0,1,0,20,1,5,0,17,0,0,0,1,0,0,0,1,0,1,0,6,0,0,0,2
13/11/2019,0,0,0,2,1,1,0,19,0,2,0,14,0,0,0,2,0,1,0,3,0,1,0,2,0,0,0,4
14/11/2019,0,0,0,1,1,0,0,20,0,2,0,13,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,3
15/11/2019,0,0,0,1,0,2,0,13,0,2,0,20,0,1,0,2,0,0,0,3,0,2,0,2,0,0,0,4
16/11/2019,0,0,0,3,0,0,0,10,0,0,0,14,0,1,0,2,0,0,0,1,0,0,0,3,0,1,0,4
17/11/2019,0,0,0,2,0,0,0,14,0,0,0,8,0,0,0,3,0,0,0,2,0,0,0,1,0,1,0,4
18/11/2019,1,0,0,3,0,0,0,28,1,1,0,18,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,1
19/11/2019,0,0,0,1,0,1,0,25,0,2,0,17,0,1,0,4,0,0,0,3,0,0,0,1,0,0,0,1
20/11/2019,0,0,0,5,0,1,0,33,1,2,0,15,0,1,0,1,0,0,0,2,0,0,0,5,0,0,0,3
21/11/2019,0,0,0,1,1,1,0,10,1,0,0,16,0,1,0,1,0,0,0,5,0,0,0,2,0,0,0,2
22/11/2019,0,0,0,4,0,0,0,22,0,0,0,20,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,1
23/11/2019,0,2,0,7,0,0,0,16,0,2,0,13,0,1,0,5,0,2,0,4,0,1,0,3,0,0,0,2
24/11/2019,0,0,0,2,0,2,0,17,0,0,0,16,0,0,0,3,0,1,0,3,0,0,0,2,1,1,0,2
25/11/2019,0,0,0,4,0,1,0,19,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1
26/11/2019,0,1,0,2,0,2,0,27,0,1,0,8,0,1,0,2,0,0,0,0,0,0,0,2,1,1,0,1
27/11/2019,0,0,0,3,0,2,0,23,0,2,0,16,0,1,0,4,0,1,0,2,0,0,0,4,0,0,0,1
28/11/2019,0,0,0,2,0,0,0,19,0,2,0,12,0,1,0,5,0,1,0,1,1,0,0,4,0,0,0,2
29/11/2019,0,2,0,3,0,3,0,21,0,3,0,17,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1
30/11/2019,1,0,0,2,0,0,0,16,1,0,0,17,0,2,0,7,1,1,0,3,0,1,0,3,0,0,0,3
1/12/2019,1,1,0,1,0,2,0,15,0,1,0,9,0,1,0,2,1,0,0,1,1,2,0,2,0,1,0,3
2/12/2019,0,0,0,3,0,4,0,9,0,2,0,15,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
3/12/2019,0,0,0,1,0,3,0,20,0,2,0,18,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2
4/12/2019,0,0,0,2,0,3,0,24,0,2,0,18,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,1
5/12/2019,0,0,0,3,1,2,0,19,2,2,0,17,0,1,0,2,0,0,0,0,0,0,0,3,0,1,0,3
6/12/2019,0,0,0,0,0,2,0,18,0,2,0,11,0,1,0,3,0,1,0,2,0,0,0,3,0,0,0,4
7/12/2019,0,2,0,1,0,0,0,14,0,0,0,12,0,2,0,2,0,0,0,6,0,1,0,2,0,0,0,3
8/12/2019,0,1,0,2,0,1,0,14,0,1,0,18,0,1,0,1,0,1,0,1,0,1,0,8,1,1,0,3
9/12/2019,0,0,0,2,0,0,0,9,0,0,0,14,1,0,0,2,0,0,0,1,0,0,0,2,0,1,0,2
10/12/2019,0,0,0,3,0,3,0,20,0,2,0,17,0,2,0,0,0,0,0,0,1,0,0,4,0,0,0,2
11/12/2019,0,0,0,1,0,1,0,20,0,3,0,16,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4
12/12/2019,0,1,0,5,0,0,0,16,0,2,0,18,0,0,0,1,1,0,0,3,0,1,0,2,0,0,0,2
13/12/2019,0,0,0,3,0,1,0,22,0,1,0,19,0,0,0,5,0,1,0,1,1,0,0,2,1,1,0,5
14/12/2019,0,0,0,0,1,2,0,12,0,4,0,14,0,2,0,3,0,0,0,3,0,1,0,0,0,0,0,0
15/12/2019,0,0,0,2,1,0,0,10,0,0,0,7,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,2
16/12/2019,0,1,0,4,0,1,0,14,0,3,0,13,0,0,0,1,0,0,0,2,0,1,0,1,1,0,0,3
17/12/2019,0,0,0,2,0,2,0,14,0,2,0,12,0,3,0,2,0,0,0,2,0,2,0,1,0,0,0,7
18/12/2019,0,0,0,1,0,4,0,15,0,1,0,10,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1
19/12/2019,0,0,0,3,1,3,0,29,0,4,0,13,0,0,0,2,1,0,0,0,0,0,0,6,1,1,0,0
20/12/2019,0,0,0,0,1,2,0,15,3,3,0,20,0,0,0,1,0,1,0,3,0,1,0,5,0,0,0,2
21/12/2019,0,0,0,1,0,1,0,11,1,3,0,12,0,0,0,1,0,0,0,3,0,2,0,7,0,0,0,2
22/12/2019,1,0,0,2,0,3,0,7,0,0,0,4,0,1,0,1,0,0,0,2,0,0,0,6,0,0,0,1
23/12/2019,0,0,0,3,0,0,0,11,0,1,0,19,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0
24/12/2019,0,0,0,3,0,2,0,13,0,4,0,10,0,1,0,2,0,1,0,2,0,2,0,5,0,2,0,1
25/12/2019,0,0,0,0,0,3,0,7,0,2,0,7,0,2,0,1,0,1,0,0,0,1,0,3,0,1,0,0
26/12/2019,0,1,0,2,0,1,0,5,0,1,0,6,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2
27/12/2019,0,0,0,2,0,2,0,12,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1
28/12/2019,0,0,0,0,0,1,0,11,0,0,0,4,0,0,0,1,1,1,0,0,0,1,0,3,0,1,0,1
29/12/2019,0,1,0,1,0,0,0,6,0,2,0,7,0,0,0,4,0,0,0,2,0,0,0,6,1,1,0,0
30/12/2019,0,0,0,1,0,2,0,5,0,2,0,5,0,2,0,2,0,1,0,3,0,0,0,3,0,0,0,4
31/12/2019,0,0,0,3,0,1,0,16,0,1,0,15,0,0,0,6,0,1,0,4,1,0,0,5,1,1,0,1
1/01/2020,0,0,0,3,1,0,0,12,0,3,0,7,0,0,0,3,0,1,0,2,0,0,0,3,0,0,0,0
2/01/2020,0,0,0,2,2,0,0,8,1,2,0,15,0,0,0,0,0,1,0,3,0,3,0,3,0,1,0,0
3/01/2020,0,0,0,1,0,2,0,7,0,1,0,10,1,0,0,3,0,1,0,1,1,0,0,3,0,1,0,1
4/01/2020,1,0,0,0,0,0,0,1,0,2,0,12,1,2,0,3,0,1,0,2,0,1,0,1,0,0,0,1
5/01/2020,0,1,0,4,0,0,0,8,0,3,0,10,0,2,0,4,0,0,0,4,0,0,0,2,0,1,0,1
6/01/2020,0,0,0,4,0,3,0,9,0,3,0,8,0,1,0,1,1,0,0,0,0,1,0,4,0,0,0,2
7/01/2020,1,0,0,3,0,1,0,11,0,0,0,9,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0
8/01/2020,0,0,0,2,0,1,0,11,1,1,0,12,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1
9/01/2020,0,1,0,1,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,3,0,1,0,2
10/01/2020,0,0,0,2,0,3,0,13,0,1,0,12,0,0,0,1,0,0,0,7,0,1,0,1,0,1,0,2
11/01/2020,0,1,0,1,0,3,0,7,0,0,0,5,0,2,0,1,0,1,0,3,0,1,0,2,0,0,0,2
12/01/2020,0,2,0,3,0,3,0,6,0,2,0,13,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,2
13/01/2020,0,1,0,1,0,2,0,13,2,2,0,4,0,1,0,0,0,1,0,2,0,0,0,6,0,0,0,1
14/01/2020,0,1,0,3,0,2,0,18,1,2,0,11,0,0,0,1,0,2,0,2,0,0,0,6,0,0,0,3
15/01/2020,0,1,0,3,0,1,0,11,0,1,0,13,0,0,0,4,0,0,0,2,0,1,0,2,0,1,0,1
16/01/2020,0,0,0,0,0,1,0,16,0,4,0,18,0,0,0,1,0,2,0,0,0,0,0,3,1,0,0,4
17/01/2020,0,0,0,0,0,0,0,12,0,2,0,14,0,1,0,0,0,0,0,1,0,1,0,5,0,1,0,2
18/01/2020,0,1,0,1,0,0,0,16,0,1,0,10,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
19/01/2020,0,2,0,1,0,0,0,5,0,2,0,15,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0
20/01/2020,0,1,0,0,0,1,0,10,0,2,0,4,1,1,0,0,0,0,0,3,0,0,0,2,0,0,0,1
21/01/2020,0,0,0,2,0,1,0,13,0,2,0,16,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
22/01/2020,0,0,0,3,0,1,0,20,0,1,0,13,0,1,0,2,0,0,0,2,0,3,0,1,1,1,0,0
23/01/2020,0,0,0,1,0,4,0,13,0,3,0,30,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1
24/01/2020,0,0,0,3,0,2,0,13,0,3,0,13,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,6
25/01/2020,0,1,0,0,0,3,0,12,0,1,0,12,0,0,0,4,0,1,0,2,0,3,0,9,0,0,0,5
26/01/2020,2,2,0,1,0,2,0,10,0,2,0,7,0,1,0,2,0,1,0,1,0,2,0,3,0,0,0,0
27/01/2020,1,0,0,2,0,2,0,8,0,4,0,11,0,1,0,1,0,1,0,3,0,1,0,0,0,1,0,0
28/01/2020,0,0,0,0,0,5,0,14,0,2,0,13,0,1,0,4,0,0,0,2,0,0,0,1,2,1,0,1
29/01/2020,0,1,0,1,0,2,0,17,0,3,0,14,0,0,0,2,0,1,0,1,1,1,0,3,0,1,0,3
30/01/2020,0,0,0,0,0,3,0,14,1,4,0,16,0,3,0,1,0,1,0,0,1,1,0,1,0,0,0,4
31/01/2020,0,0,0,0,0,5,0,16,0,2,0,15,1,1,0,3,0,1,0,3,2,1,0,1,1,1,0,0
1/02/2020,0,0,0,3,0,2,0,14,1,2,0,11,0,2,0,3,0,0,0,1,0,1,0,3,0,0,0,3
