,EASTERN REGION,,,,METROPOLITAN NORTH WEST REGION,,,,METROPOLITAN SOUTH EAST REGION,,,,NORTH EASTERN REGION,,,,NORTHERN REGION,,,,SOUTH WESTERN REGION,,,,WESTERN REGION,,,
DATE,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER
17/09/2017,0,1,0,1,1,6,0,5,1,9,0,5,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3
18/09/2017,0,3,0,1,0,5,0,4,1,1,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
19/09/2017,1,0,0,1,0,6,0,3,0,4,0,9,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2
20/09/2017,0,2,0,2,0,8,0,13,0,8,0,8,0,0,0,1,0,3,0,0,1,2,0,5,0,0,0,0
21/09/2017,0,1,0,1,0,3,0,6,0,6,0,8,0,0,0,1,1,2,0,1,0,0,0,2,0,0,0,1
22/09/2017,0,0,0,1,0,3,0,11,0,8,0,8,0,0,0,0,1,2,0,2,0,2,0,1,0,0,0,2
23/09/2017,0,0,0,0,0,5,0,5,1,8,0,7,0,0,0,3,0,0,0,1,0,0,0,2,0,2,0,3
24/09/2017,1,0,0,1,0,3,0,6,0,1,0,5,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0
25/09/2017,0,1,0,1,0,4,0,3,0,6,0,9,0,0,0,2,0,1,0,0,1,2,0,2,0,1,0,0
26/09/2017,0,1,0,0,0,5,0,6,0,3,0,9,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,1
27/09/2017,0,0,0,4,0,10,0,5,0,5,0,14,0,0,0,1,0,1,0,0,0,2,0,3,0,0,0,0
28/09/2017,0,2,0,1,0,3,0,6,0,10,0,3,0,2,0,2,0,2,0,1,0,3,0,0,0,1,0,0
29/09/2017,0,0,0,2,0,3,0,4,0,2,0,5,0,1,0,2,0,1,0,1,0,2,0,1,0,3,0,0
30/09/2017,0,1,0,1,0,4,0,5,0,1,0,5,0,1,0,2,0,0,0,2,0,1,0,0,0,1,0,2
1/10/2017,0,0,0,3,0,2,0,6,1,4,0,7,0,2,0,2,0,4,0,0,0,2,0,1,0,0,0,1
2/10/2017,0,0,0,1,0,4,0,4,0,8,0,5,0,2,0,2,0,0,0,2,0,0,0,4,0,4,0,1
3/10/2017,0,1,0,1,1,5,0,5,0,6,0,14,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,1
4/10/2017,0,1,0,1,0,9,0,8,0,7,0,9,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,1
5/10/2017,0,2,0,1,0,5,0,7,0,8,0,7,0,1,0,0,0,2,0,3,0,1,0,3,0,0,0,1
6/10/2017,0,0,0,2,0,7,0,7,0,3,0,3,0,2,0,1,0,5,0,0,0,2,0,1,0,0,0,0
7/10/2017,0,2,0,0,0,5,0,5,1,5,0,8,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,2
8/10/2017,0,1,0,0,0,7,0,5,0,2,0,4,1,2,0,1,0,0,0,0,0,4,0,0,0,0,0,2
9/10/2017,0,2,0,1,0,6,0,7,1,6,0,7,0,0,0,2,0,1,0,1,0,1,0,3,0,1,0,0
10/10/2017,0,0,0,1,0,9,0,6,1,8,0,11,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,1
11/10/2017,0,0,0,0,0,4,0,11,0,5,0,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2
12/10/2017,0,2,0,0,0,7,0,8,0,8,0,15,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0
13/10/2017,0,0,0,1,0,6,0,5,0,4,0,8,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
14/10/2017,1,3,0,1,0,5,0,7,0,5,0,8,0,3,0,1,0,1,0,0,0,3,0,0,1,2,0,1
15/10/2017,0,3,0,3,0,5,0,6,0,10,0,11,0,2,0,2,0,2,0,0,0,3,0,1,0,2,0,1
16/10/2017,1,1,0,0,0,8,0,9,0,4,0,9,0,0,0,0,0,1,0,1,0,2,0,3,0,1,0,0
17/10/2017,0,1,0,0,0,10,0,11,0,3,0,4,0,1,0,3,0,2,0,0,0,3,0,3,0,0,0,0
18/10/2017,0,2,0,1,1,5,0,5,0,14,0,12,0,2,0,1,0,2,0,2,1,2,0,1,0,0,0,1
19/10/2017,0,1,0,3,0,2,0,8,0,8,0,6,1,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1
20/10/2017,0,4,0,3,0,8,0,9,0,6,0,9,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2
21/10/2017,0,1,0,0,0,3,0,10,0,8,0,16,0,0,0,5,0,3,0,0,0,2,0,1,0,1,0,1
22/10/2017,0,0,0,1,0,5,0,3,0,7,0,8,0,2,0,2,0,0,0,1,0,4,0,0,0,2,0,0
23/10/2017,0,1,0,3,0,3,0,8,0,11,0,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
24/10/2017,0,1,0,2,0,2,0,6,0,5,0,6,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
25/10/2017,0,2,0,1,0,5,0,8,0,9,0,12,0,0,0,1,0,2,0,0,0,2,0,2,0,0,0,1
26/10/2017,0,2,0,1,0,6,0,7,0,9,0,10,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,0
27/10/2017,0,0,0,1,0,12,0,4,1,9,0,10,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3
28/10/2017,0,0,0,0,0,5,0,2,0,3,0,6,0,1,0,1,1,1,0,1,0,3,0,1,0,3,0,1
29/10/2017,0,2,0,2,0,7,0,5,1,4,0,6,0,0,0,1,0,1,0,1,0,0,0,2,0,3,0,1
30/10/2017,0,2,0,3,0,10,0,8,0,4,0,13,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1
31/10/2017,0,0,0,0,0,3,0,10,0,5,0,14,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1
1/11/2017,0,1,0,3,0,7,0,8,1,2,0,11,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
2/11/2017,0,3,0,0,0,3,0,9,1,4,0,8,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0
3/11/2017,0,1,0,0,0,7,0,8,1,4,0,10,0,1,0,0,0,2,0,1,1,1,0,2,0,1,0,0
4/11/2017,0,1,0,4,0,8,0,5,0,4,0,8,0,2,0,1,0,3,0,0,0,2,0,1,0,1,0,2
5/11/2017,1,1,0,2,0,6,0,9,1,2,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,2
6/11/2017,0,1,0,1,0,8,0,2,0,2,0,5,0,1,0,2,1,2,0,0,0,2,0,0,1,1,0,1
7/11/2017,0,0,0,1,0,4,0,1,0,7,0,8,NA,1,0,3,0,3,0,0,0,4,0,0,0,0,0,1
8/11/2017,0,3,0,1,0,2,0,9,1,7,0,9,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
9/11/2017,0,0,0,1,1,11,0,9,0,8,0,8,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,4
10/11/2017,0,0,0,1,0,5,0,9,0,7,0,7,0,1,0,2,1,0,0,4,0,0,0,0,0,2,0,1
11/11/2017,0,0,0,0,0,4,0,6,0,10,0,3,0,2,0,0,0,1,0,0,2,3,0,1,0,1,0,1
12/11/2017,0,3,0,2,0,7,0,8,0,4,0,5,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,1
13/11/2017,0,1,0,4,1,4,0,9,0,6,0,7,0,1,0,1,0,2,0,2,0,2,0,1,0,0,0,0
14/11/2017,0,0,0,1,0,6,0,7,0,11,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5
15/11/2017,0,1,0,2,0,11,0,8,0,9,0,12,0,2,0,0,1,1,0,2,0,2,0,0,0,1,0,4
16/11/2017,0,1,0,2,0,1,0,11,0,10,0,14,0,0,0,0,0,1,0,2,0,3,0,2,0,0,0,2
17/11/2017,1,0,0,1,0,5,0,12,1,7,0,9,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2
18/11/2017,1,2,0,4,0,6,0,14,1,8,0,6,0,1,0,1,0,3,0,0,0,4,0,5,0,0,0,1
19/11/2017,0,4,0,1,0,5,0,3,0,6,0,11,1,1,0,3,0,1,0,0,0,3,0,0,0,3,0,0
20/11/2017,0,1,0,1,0,5,0,5,1,5,0,6,0,1,0,2,0,2,0,2,0,1,0,3,0,2,0,4
21/11/2017,0,2,0,2,0,7,0,11,0,5,0,6,0,1,0,0,0,1,0,4,0,1,0,2,0,0,0,0
22/11/2017,0,0,0,1,0,3,0,14,0,10,0,10,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
23/11/2017,0,0,0,1,1,5,0,NA,1,13,0,14,0,1,0,1,0,1,0,1,0,3,0,2,1,0,0,1
24/11/2017,0,0,0,4,0,8,0,10,1,8,0,10,0,2,0,4,0,1,0,3,0,3,0,3,0,1,0,3
25/11/2017,1,1,0,2,0,8,0,7,0,6,0,7,0,2,0,0,0,0,0,0,0,4,0,1,1,1,0,2
26/11/2017,0,0,0,0,0,5,0,4,0,2,0,3,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1
27/11/2017,0,0,0,0,0,4,0,11,0,10,0,12,0,1,0,0,0,1,0,1,0,2,0,3,0,0,0,1
28/11/2017,0,0,0,1,0,7,0,9,0,8,0,13,0,1,0,1,0,0,0,2,0,1,0,0,0,3,0,0
29/11/2017,0,0,0,1,0,8,0,7,0,12,0,9,1,0,0,2,0,0,0,3,1,2,0,1,0,0,0,1
30/11/2017,0,1,0,0,0,6,0,7,0,4,0,9,0,2,0,0,0,3,0,0,0,2,0,2,0,1,0,3
1/12/2017,0,1,0,1,0,8,0,11,0,12,0,7,0,0,0,1,0,0,0,1,1,3,0,0,0,1,0,3
2/12/2017,0,1,0,3,0,8,0,9,0,9,0,7,0,0,0,1,0,0,0,2,0,3,0,2,0,1,0,2
3/12/2017,0,0,0,1,0,0,0,3,0,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
4/12/2017,0,1,0,1,0,3,0,7,1,4,0,10,0,2,0,0,0,1,0,4,0,0,0,3,0,0,0,1
5/12/2017,0,0,0,0,0,7,0,9,0,7,0,4,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,1
6/12/2017,0,1,0,2,0,3,0,11,1,7,0,9,0,2,0,2,0,0,0,0,0,0,0,2,0,1,0,1
7/12/2017,0,1,0,2,0,5,0,12,0,6,0,10,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,1
8/12/2017,0,2,0,0,0,7,0,10,0,7,0,5,0,0,0,3,0,1,0,3,1,1,0,2,0,2,0,0
9/12/2017,0,2,0,2,1,6,0,8,1,4,0,6,0,2,0,1,0,2,0,0,0,1,0,0,0,1,0,3
10/12/2017,0,2,0,1,0,3,0,6,0,4,0,1,0,2,0,0,1,0,0,3,0,1,0,5,0,3,0,1
11/12/2017,0,1,0,2,0,9,0,7,0,5,0,11,0,1,0,1,0,0,0,1,0,0,0,3,0,2,0,2
12/12/2017,0,0,0,3,0,5,0,8,0,6,0,7,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,1
13/12/2017,0,0,0,0,0,5,0,8,0,3,0,9,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0
14/12/2017,0,1,0,1,0,10,0,13,1,8,0,6,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,4
15/12/2017,0,0,0,4,0,4,0,13,1,4,0,7,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,3
16/12/2017,0,3,0,1,1,0,0,8,1,6,0,7,0,2,0,1,0,1,0,0,0,3,0,1,0,3,0,1
17/12/2017,0,1,0,1,1,3,0,10,0,6,0,11,0,1,0,2,0,2,0,2,0,3,0,0,0,1,0,0
18/12/2017,0,0,0,0,0,4,0,5,0,9,0,5,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,2
19/12/2017,0,1,0,1,0,7,0,11,1,3,0,6,0,3,0,2,0,4,0,0,0,7,0,3,0,0,0,1
20/12/2017,0,1,0,0,0,6,0,15,0,8,0,8,0,0,0,1,0,1,0,5,1,1,0,2,0,0,0,0
21/12/2017,0,0,0,0,2,7,0,3,0,2,0,8,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,2
22/12/2017,0,1,0,0,0,7,0,6,0,7,0,6,0,1,0,0,1,1,0,2,1,1,0,1,0,2,0,0
23/12/2017,0,1,0,5,0,4,0,15,0,4,0,5,0,1,0,2,0,0,0,0,0,0,0,1,1,2,0,1
24/12/2017,0,0,0,1,1,5,0,1,0,5,0,7,0,3,0,1,0,0,0,0,0,3,0,2,0,1,0,1
25/12/2017,0,1,0,2,0,1,0,4,0,9,0,3,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,1
26/12/2017,0,0,0,5,1,6,0,5,0,2,0,2,0,0,0,0,0,2,0,3,1,1,0,1,0,0,0,2
27/12/2017,0,0,0,2,0,4,0,5,0,4,0,5,1,1,0,2,0,0,0,2,0,2,0,1,0,1,0,1
28/12/2017,1,0,0,0,0,4,0,7,0,2,0,5,0,2,0,0,0,1,0,2,0,1,0,3,0,1,0,1
29/12/2017,1,0,0,5,0,2,0,7,0,5,0,10,0,3,0,1,0,2,0,1,1,1,0,1,0,3,0,0
30/12/2017,0,0,0,3,0,3,0,1,0,1,0,6,0,4,0,0,1,1,0,1,0,2,0,2,0,1,0,1
31/12/2017,0,2,0,4,0,4,0,2,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,1
1/01/2018,0,0,0,2,0,4,0,1,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,3,2,0,0,0
2/01/2018,0,2,0,1,0,5,0,2,0,4,0,4,0,0,0,3,0,0,0,1,0,3,0,1,0,0,0,0
3/01/2018,0,2,0,1,0,4,0,7,0,5,0,6,1,1,0,1,0,1,0,1,0,2,0,0,0,4,0,5
4/01/2018,0,1,0,1,0,9,0,3,1,6,0,6,0,2,0,2,0,1,0,0,0,1,0,0,1,0,0,1
5/01/2018,0,3,0,0,1,4,0,7,0,8,0,4,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0
6/01/2018,0,0,0,4,0,1,0,4,0,6,0,5,0,1,0,2,2,1,0,0,0,1,0,1,0,1,0,1
7/01/2018,0,1,0,1,0,3,0,2,0,4,0,5,1,1,0,0,0,0,0,0,0,3,0,2,0,1,0,2
8/01/2018,0,0,0,1,0,5,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
9/01/2018,0,0,0,1,0,2,0,11,0,7,0,5,1,1,0,0,0,0,0,1,0,5,0,1,0,0,0,0
10/01/2018,0,1,0,2,0,4,0,6,1,10,0,4,0,1,0,0,0,1,0,1,1,0,0,0,0,2,0,0
11/01/2018,0,1,0,1,0,3,0,13,0,7,0,7,0,0,0,3,0,2,0,2,0,2,0,2,0,0,0,1
12/01/2018,0,3,0,2,0,3,0,16,0,7,0,13,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0
13/01/2018,0,1,0,1,0,5,0,8,0,7,0,6,0,3,0,0,0,0,0,2,0,4,0,0,0,2,0,1
14/01/2018,1,2,0,1,0,6,0,4,0,3,0,4,0,1,0,2,0,2,0,0,0,1,0,2,0,1,0,3
15/01/2018,0,0,0,2,0,0,0,7,0,3,0,5,0,0,0,1,0,1,0,0,0,3,0,1,0,1,0,1
16/01/2018,0,0,0,1,0,9,0,9,0,1,0,7,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,2
17/01/2018,0,0,0,3,0,7,0,5,0,6,0,9,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2
18/01/2018,1,0,0,4,0,4,0,5,0,6,0,2,0,2,0,2,0,3,0,1,0,3,0,0,0,1,0,0
19/01/2018,0,2,0,1,0,7,0,6,0,7,0,7,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1
20/01/2018,1,2,0,2,0,4,0,9,1,10,0,2,0,3,0,1,0,1,0,1,0,3,0,5,0,1,0,1
21/01/2018,0,3,0,2,0,6,0,5,0,6,0,1,0,1,0,1,0,1,0,0,0,1,0,4,0,1,0,0
22/01/2018,0,0,0,0,0,6,0,10,0,8,0,6,1,0,0,3,0,1,0,0,1,2,0,1,0,1,0,2
23/01/2018,0,0,0,0,0,4,0,6,1,7,0,4,0,1,0,0,0,3,0,1,0,5,0,2,0,3,0,1
24/01/2018,0,1,0,0,0,5,0,13,0,3,0,8,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
25/01/2018,0,0,0,3,0,1,0,9,0,7,0,4,0,2,0,2,0,1,0,1,0,1,0,1,0,2,0,2
26/01/2018,0,2,0,2,0,4,0,4,0,11,0,3,0,5,0,0,0,1,0,1,0,2,0,1,0,1,0,1
27/01/2018,0,1,0,1,0,2,0,10,0,3,0,10,0,2,0,0,0,1,0,0,0,0,0,2,1,2,0,0
28/01/2018,0,0,0,3,1,3,0,8,0,5,0,7,1,1,0,0,1,1,0,1,0,7,0,0,0,0,0,0
29/01/2018,0,0,0,2,1,4,0,7,0,5,0,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,4
30/01/2018,0,1,0,5,1,3,0,5,0,6,0,4,0,2,0,0,0,1,0,1,0,3,0,3,0,1,0,0
31/01/2018,0,0,0,3,1,4,0,10,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1/02/2018,0,0,0,1,0,5,0,13,0,6,0,6,0,2,0,1,0,1,0,3,0,1,0,1,0,1,0,0
2/02/2018,0,1,0,0,0,10,0,14,0,7,0,10,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1
3/02/2018,0,0,0,1,0,3,0,8,0,5,0,7,0,2,0,0,0,0,0,3,1,3,0,2,0,1,0,0
4/02/2018,0,0,0,2,0,2,0,9,1,8,0,10,0,1,0,1,0,2,0,1,0,4,0,1,0,0,0,1
5/02/2018,0,1,0,1,1,2,0,5,1,7,0,5,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,2
6/02/2018,0,0,0,0,0,7,0,5,0,4,0,10,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0
7/02/2018,0,2,0,4,0,5,0,9,0,7,0,12,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2
8/02/2018,0,0,0,0,0,8,0,7,0,4,0,3,0,1,0,1,0,1,0,1,0,4,0,2,0,2,0,2
9/02/2018,0,0,0,2,0,5,0,4,0,6,0,5,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0
10/02/2018,0,1,0,0,0,3,0,2,0,7,0,6,0,4,0,3,1,1,0,1,1,2,0,1,0,0,0,1
11/02/2018,0,0,0,1,0,7,0,7,0,2,0,7,0,2,0,1,0,2,0,2,1,1,0,1,0,0,0,0
12/02/2018,0,2,0,0,0,8,0,14,0,6,0,3,0,1,0,2,0,1,0,1,0,2,0,1,0,2,0,1
13/02/2018,1,0,0,2,0,3,0,11,0,4,0,7,0,3,0,1,0,0,0,1,0,3,0,1,0,1,0,0
14/02/2018,0,0,0,3,0,7,0,13,0,12,0,4,0,0,0,1,0,1,0,0,0,4,0,1,0,1,0,4
15/02/2018,0,0,0,0,0,9,0,9,1,6,0,9,0,1,0,0,0,0,0,1,1,5,0,0,0,0,0,0
16/02/2018,0,2,0,2,0,3,0,8,1,9,0,9,0,0,0,2,0,1,0,1,0,3,0,1,0,2,0,4
17/02/2018,0,2,0,1,0,9,0,4,0,4,0,6,1,2,0,0,0,2,0,1,0,1,0,1,1,1,0,0
18/02/2018,0,1,0,2,0,5,0,4,2,4,0,7,0,2,0,1,0,2,0,0,0,2,0,0,0,1,0,0
19/02/2018,0,0,0,3,0,10,0,6,0,7,0,10,0,1,0,2,0,0,0,0,0,3,0,1,0,0,0,3
20/02/2018,0,0,0,4,0,10,0,8,1,9,0,6,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,1
21/02/2018,0,1,0,1,0,4,0,5,1,7,0,8,0,1,0,3,0,0,0,1,0,3,0,3,0,3,0,2
22/02/2018,0,0,0,2,1,6,0,6,0,5,1,8,0,2,0,3,0,0,0,2,1,1,0,0,0,1,0,1
23/02/2018,0,1,0,0,0,7,0,10,0,11,0,8,0,3,0,0,0,2,0,1,0,2,0,0,0,0,0,1
24/02/2018,0,1,0,1,0,2,0,8,0,6,0,6,0,2,0,1,0,2,0,2,0,3,0,2,0,1,0,0
25/02/2018,0,0,0,1,0,5,0,3,0,5,0,6,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,2
26/02/2018,0,1,0,1,1,9,0,11,0,4,0,9,0,2,0,1,0,0,0,0,0,6,0,3,0,1,0,0
27/02/2018,0,0,0,2,0,10,0,12,0,9,0,15,0,3,0,1,0,0,0,1,0,3,0,0,0,1,0,2
28/02/2018,0,0,0,2,0,7,0,12,0,10,0,4,0,3,0,2,0,1,0,1,0,1,0,0,0,2,0,2
1/03/2018,0,0,0,1,0,3,0,12,1,5,0,8,0,0,0,0,0,2,0,1,0,3,0,2,0,0,0,1
2/03/2018,0,0,0,2,1,4,0,11,0,6,0,12,0,2,0,0,0,4,0,2,0,2,0,1,0,1,0,2
3/03/2018,0,0,0,1,1,5,0,7,0,10,0,5,0,4,0,4,0,1,0,2,0,3,0,1,0,2,0,0
4/03/2018,0,2,0,1,0,5,0,3,0,2,0,5,0,1,0,0,0,0,0,2,0,3,0,2,0,0,0,1
5/03/2018,0,3,0,0,0,6,0,5,0,9,0,12,0,2,0,1,0,0,0,2,0,1,0,1,0,0,0,1
6/03/2018,0,0,0,1,0,6,0,16,0,9,0,10,0,1,0,2,1,2,0,0,0,1,0,5,0,1,0,1
7/03/2018,0,1,0,1,0,11,0,11,0,9,0,8,1,0,0,1,0,2,0,0,0,2,0,2,0,0,0,1
8/03/2018,0,1,0,2,0,13,0,18,1,6,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3
9/03/2018,1,1,0,2,0,7,0,9,1,7,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
10/03/2018,0,4,0,3,0,3,0,4,1,6,0,6,0,2,0,3,0,2,0,1,0,1,0,2,0,2,0,1
11/03/2018,0,1,0,2,0,3,0,6,0,7,0,5,0,1,0,3,0,1,0,1,0,2,0,0,0,1,0,2
12/03/2018,0,2,0,0,0,2,0,5,0,5,0,3,0,3,0,1,1,1,0,0,1,1,0,0,0,0,0,1
13/03/2018,0,2,0,1,0,7,0,5,0,5,0,8,0,2,0,1,0,1,0,3,0,4,0,0,0,0,0,2
14/03/2018,0,0,0,0,0,7,0,8,0,4,0,9,0,2,0,0,0,2,0,1,1,2,0,2,0,0,0,1
15/03/2018,0,0,0,2,0,7,0,7,0,10,0,3,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1
16/03/2018,0,1,0,1,0,7,0,11,1,4,0,13,0,2,0,2,0,0,0,2,0,1,0,2,0,0,0,0
17/03/2018,0,2,0,1,0,6,0,8,0,4,0,7,0,2,0,2,0,2,0,0,1,1,0,0,0,0,0,0
18/03/2018,0,0,0,1,0,2,0,3,0,4,0,5,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,1
19/03/2018,0,0,0,1,1,6,0,12,0,3,0,8,0,1,0,1,0,1,0,0,0,3,0,1,0,1,0,0
20/03/2018,0,0,0,1,0,5,0,9,0,7,0,8,0,2,0,2,0,1,0,0,0,0,0,1,0,1,0,1
21/03/2018,0,1,0,0,0,7,0,9,0,4,0,4,0,1,0,1,1,1,0,1,0,1,0,2,0,1,0,1
22/03/2018,0,1,0,1,0,5,0,11,0,4,0,7,0,0,0,1,0,2,0,1,0,2,0,5,0,0,0,3
23/03/2018,0,0,0,2,1,7,0,10,1,2,0,12,1,1,0,3,0,2,0,0,0,5,0,2,0,2,0,1
24/03/2018,0,2,0,4,0,8,0,3,0,7,0,13,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,4
25/03/2018,0,2,0,2,0,6,0,11,0,7,0,2,0,0,0,3,0,1,0,1,0,3,0,2,0,0,0,0
26/03/2018,0,1,0,3,0,7,0,6,0,8,0,5,0,2,0,0,0,3,0,1,0,4,0,0,0,1,0,0
27/03/2018,0,1,0,2,1,7,0,5,0,5,0,14,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,1
28/03/2018,1,2,0,3,1,9,0,7,0,6,0,10,0,1,0,1,0,2,0,1,0,3,0,0,0,2,0,2
29/03/2018,0,0,0,3,0,7,0,11,0,7,0,8,0,0,0,1,0,1,0,2,0,3,0,1,0,0,0,3
30/03/2018,0,2,0,1,0,4,0,7,0,9,0,3,0,3,0,0,0,5,0,1,0,4,0,0,0,2,0,1
31/03/2018,0,1,0,4,0,4,0,5,0,8,0,5,1,3,0,3,0,3,0,0,0,1,0,3,0,1,0,1
1/04/2018,0,0,0,3,0,2,0,3,0,2,0,6,0,0,0,1,0,1,0,0,0,2,0,1,0,3,0,1
2/04/2018,0,0,0,0,0,7,0,4,0,5,0,7,0,2,0,2,0,2,0,2,0,2,0,0,0,2,0,1
3/04/2018,0,0,0,1,0,7,0,5,0,8,0,3,0,1,0,0,0,1,0,2,0,0,0,3,0,0,0,1
4/04/2018,0,0,0,0,0,5,0,11,0,8,0,5,0,1,0,1,0,1,0,0,0,1,0,3,0,1,0,0
5/04/2018,0,0,0,1,1,4,0,8,2,9,0,10,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3
6/04/2018,0,1,0,0,0,4,0,13,0,9,0,4,0,1,0,1,0,2,0,1,0,3,0,3,1,2,0,1
7/04/2018,0,1,0,1,0,3,0,8,0,6,0,3,0,1,0,0,1,1,0,2,0,1,0,3,0,0,0,1
8/04/2018,0,3,0,1,0,8,0,5,0,4,0,5,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
9/04/2018,0,1,0,1,0,7,0,7,0,8,0,7,0,1,0,0,0,0,0,2,0,0,0,1,0,3,0,1
10/04/2018,0,2,0,1,0,6,0,10,0,5,0,11,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
11/04/2018,0,1,0,1,0,5,0,16,0,7,0,5,0,0,0,2,0,0,0,1,0,3,0,1,0,0,0,1
12/04/2018,0,0,0,1,0,2,0,11,0,5,0,8,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2
13/04/2018,0,0,0,0,0,5,0,12,0,4,0,6,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1
14/04/2018,0,1,0,0,0,3,0,9,1,10,0,4,0,1,0,1,0,0,0,1,0,2,0,2,0,1,0,1
15/04/2018,0,1,0,1,0,4,0,7,0,7,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,1
16/04/2018,0,1,0,2,0,1,0,7,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17/04/2018,0,0,0,1,0,4,0,9,0,4,0,4,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,1
18/04/2018,0,1,0,1,1,7,0,9,0,11,0,5,0,3,0,2,0,0,0,0,0,3,0,1,0,1,0,0
19/04/2018,0,1,0,0,0,4,0,9,0,8,0,11,0,0,0,0,0,2,0,1,0,2,0,1,0,2,0,0
20/04/2018,0,1,0,3,0,8,0,8,0,12,0,9,0,1,0,2,0,1,0,3,0,2,0,1,0,0,0,0
21/04/2018,0,2,0,2,0,2,0,8,1,7,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,1
